Girokonto;Beispiel-IBAN hier;;;;;;;;;;
Zeitraum:;DD.MM.YYYY – DD.YY.YYYY;;;;;;;;;;
Kontostand vom 17.01.2026:;1.234,56 €;;;;;;;;;;
;;;;;;;;;;;
Buchungsdatum;Wertstellung;Status;Zahlungspflichtige*r;Zahlungsempfänger*in;Verwendungszweck;Umsatztyp;IBAN;Betrag (€);Gläubiger-ID;Mandatsreferenz;Kundenreferenz
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-1,25;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-4,45;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-12,72;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-1,2;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-16,15;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-51,53;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-1,25;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-10,51;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-35,96;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-2;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-3,55;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-13,32;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-100;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-6,48;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-1,25;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Eingang;Beispiel-IBAN hier;100;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-52,89;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-16,33;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-31,21;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-8,49;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-1,84;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-3,55;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-26,61;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-1.03;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-1,25;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-2,99;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-15,49;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-4,2;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-49,94;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-39,06;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-65,98;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-4,95;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-4,49;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-30,59;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-34,95;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-60;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-1,25;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Eingang;Beispiel-IBAN hier;2.665,18;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-24,84;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-27,87;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-3,99;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-7,08;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-3,55;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-1,25;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-5,78;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-38,36;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-7,37;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-3,55;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-19,99;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-7,99;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-44,61;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-216,03;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-19,36;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-2,99;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-1,05;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-4,08;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-20,77;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-1,2;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-8,99;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-22,31;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-7,68;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-17,66;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-2,8;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-4,69;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-2,45;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-33,14;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-11,88;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-148,37;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-151,11;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-370;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-284,99;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-37,89;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-3,55;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-35,69;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-2,2;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-7,98;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-27;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-588,9;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-9;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-1,05;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-7,22;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-6,27;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-5;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-10,58;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-38,32;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-81,22;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-13,83;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-3,55;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-17,29;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-27,65;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-77,49;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-5,92;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-23,84;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-26,61;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-1.03;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-9,01;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-24,19;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-39,97;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-49,94;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-10;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Eingang;Beispiel-IBAN hier;0;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-1,24;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-52,99;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-4,3;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-17,93;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-26,65;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-60;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Eingang;Beispiel-IBAN hier;300;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-0,54;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-4,25;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-23,19;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-55,99;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-16,99;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-2,97;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-34,95;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-17,29;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Eingang;Beispiel-IBAN hier;2.883,52;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-37,28;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-3,89;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-50;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-17,99;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-21,74;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-3,65;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-2,7;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-3,99;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-27,89;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-6,35;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-46,95;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-3,35;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-55,08;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-10,78;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-55,98;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-4,3;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-15;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-19,42;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-41,97;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-0,94;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-1;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Eingang;Beispiel-IBAN hier;243;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-5,04;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-36,83;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-6,68;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-3,35;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-49;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-5;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-36,75;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-8,67;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-15,1;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-22,99;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-17,3;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-97,88;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-5,09;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-83,79;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-34,95;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-1.03;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-32,31;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-191,76;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-3,9;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-5,45;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-27;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-60;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-209,4;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-10,35;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-6,5;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-5,94;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-15,35;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-5,35;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-3,99;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-8,99;;;
DD.MM.YY;DD.MM.YY;Gebucht;Beispielname hier;Beispielname hier;Beispiel Verwendungszweck;Ausgang;Beispiel-IBAN hier;-49,94;;;
